4294982999 42615 0 68
4294983012 14988 0 16
4294983025 0 0 0
4294983038 0 0 0
4294983051 0 0 0
4294983064 0 0 0
4294983077 0 0 0
4294983090 0 0 0
4294983103 0 0 0
4294983116 0 0 0
4294983129 0 0 0
4294983142 0 0 0
4294983155 0 0 0
4294983168 0 0 0
4294983181 0 0 0
4294983194 0 0 0
4294983207 0 0 0
4294983220 0 0 0
4294983233 0 0 0
4294983246 9418 0 12
4294983259 11670 0 20
4294983272 25862 0 36
4294983285 0 0 0
4294983298 0 0 0
4294983311 0 0 0
4294983324 0 0 0
4294983337 0 0 0
4294983350 0 0 0
4294983363 0 0 0
4294983376 0 0 0
4294983389 0 0 0
4294983402 0 0 0
4294983415 0 0 0
4294983428 0 0 0
4294983441 0 0 0
4294983454 0 0 0
4294983467 0 0 0
4294983480 0 0 0
4294983493 0 0 0
4294983506 9073 0 12
4294983519 1823 0 4
4294983532 29056 0 44
4294983545 0 0 0
4294983558 0 0 0
4294983571 0 0 0
4294983584 0 0 0
4294983597 0 0 0
4294983610 0 0 0
4294983623 0 0 0
4294983636 0 0 0
4294983649 0 0 0
4294983662 0 0 0
4294983675 0 0 0
4294983688 0 0 0
4294983701 0 0 0
4294983714 0 0 0
4294983727 0 0 0
4294983740 0 0 0
4294983753 8735 0 16
4294983766 0 0 0
4294983779 0 0 0
4294983792 25489 0 40
4294983805 0 0 0
4294983818 0 0 0
4294983831 0 0 0
4294983844 0 0 0
4294983857 0 0 0
4294983870 0 0 0
4294983883 0 0 0
4294983896 0 0 0
4294983909 0 0 0
4294983922 0 0 0
4294983935 0 0 0
4294983948 0 0 0
4294983961 0 0 0
4294983974 0 0 0
4294983987 0 0 0
4294984000 0 0 0
4294984013 8442 0 8
4294984026 0 0 0
4294984039 0 0 0
4294984052 21294 0 36
4294984065 0 0 0
4294984078 0 0 0
4294984091 0 0 0
4294984104 0 0 0
4294984117 0 0 0
4294984130 0 0 0
4294984143 0 0 0
4294984156 0 0 0
4294984169 0 0 0
4294984182 0 0 0
4294984195 0 0 0
4294984208 0 0 0
4294984221 0 0 0
4294984234 0 0 0
4294984247 0 0 0
4294984260 8092 0 12
4294984273 0 0 0
4294984286 0 0 0
4294984299 0 0 0
4294984312 17574 0 28
4294984325 0 0 0
4294984338 0 0 0
4294984351 0 0 0
4294984364 0 0 0
4294984377 0 0 0
4294984390 0 0 0
4294984403 0 0 0
4294984416 0 0 0
4294984429 0 0 0
4294984442 0 0 0
4294984455 0 0 0
4294984468 0 0 0
4294984481 0 0 0
4294984494 0 0 0
4294984507 0 0 0
4294984520 7767 0 12
4294984533 0 0 0
4294984546 0 0 0
4294984561 6611 0 12
4294984574 7781 0 12
4294984587 0 0 0
4294984600 0 0 0
4294984613 0 0 0
4294984626 0 0 0
4294984639 0 0 0
4294984652 0 0 0
4294984665 0 0 0
4294984678 0 0 0
4294984691 0 0 0
4294984704 0 0 0
4294984717 0 0 0
4294984730 0 0 0
4294984743 0 0 0
4294984756 0 0 0
4294984769 7473 0 12
4294984782 0 0 0
4294984795 0 0 0
4294984808 0 0 0
4294984821 11933 0 24
4294984834 0 0 0
4294984847 0 0 0
4294984860 0 0 0
4294984873 0 0 0
4294984886 0 0 0
4294984899 0 0 0
4294984912 0 0 0
4294984925 0 0 0
4294984938 0 0 0
4294984951 0 0 0
4294984964 0 0 0
4294984977 0 0 0
4294984990 0 0 0
4294985003 0 0 0
4294985016 5590 0 12
4294985029 1579 0 0
4294985042 0 0 0
4294985055 0 0 0
4294985068 0 0 0
4294985081 9944 0 16
4294985094 0 0 0
4294985107 0 0 0
4294985120 0 0 0
4294985133 0 0 0
4294985146 0 0 0
4294985159 0 0 0
4294985172 0 0 0
4294985185 0 0 0
4294985198 0 0 0
4294985211 0 0 0
4294985224 0 0 0
4294985237 0 0 0
4294985250 0 0 0
4294985263 0 0 0
4294985276 7030 0 12
4294985289 0 0 0
4294985302 0 0 0
4294985315 0 0 0
4294985328 6095 0 16
4294985341 2017 0 4
4294985354 0 0 0
4294985367 0 0 0
4294985380 0 0 0
4294985393 0 0 0
4294985406 0 0 0
4294985419 0 0 0
4294985432 0 0 0
4294985445 0 0 0
4294985458 0 0 0
4294985471 0 0 0
4294985484 0 0 0
4294985497 0 0 0
4294985510 0 0 0
4294985523 6593 0 12
4294985536 0 0 0
4294985549 0 0 0
4294985562 0 0 0
4294985575 0 0 0
4294985588 6686 0 16
4294985601 0 0 0
4294985614 0 0 0
4294985627 0 0 0
4294985640 0 0 0
4294985653 0 0 0
4294985666 0 0 0
4294985679 0 0 0
4294985692 0 0 0
4294985705 0 0 0
4294985718 0 0 0
4294985731 0 0 0
4294985744 0 0 0
4294985757 0 0 0
4294985770 0 0 0
4294985783 6447 0 8
4294985796 0 0 0
4294985809 0 0 0
4294985822 0 0 0
4294985835 2985 0 8
4294985848 2539 0 4
4294985861 0 0 0
4294985874 0 0 0
4294985887 0 0 0
4294985900 0 0 0
4294985913 0 0 0
4294985926 0 0 0
4294985939 0 0 0
4294985952 0 0 0
4294985965 0 0 0
4294985978 0 0 0
4294985991 0 0 0
4294986004 0 0 0
4294986017 0 0 0
4294986030 6166 0 12
4294986043 0 0 0
4294986056 0 0 0
4294986069 0 0 0
4294986082 0 0 0
4294986095 4633 0 16
4294986108 0 0 0
