4295751710 32843 0 64
4295751723 16995 0 28
4295751736 0 0 0
4295751749 0 0 0
4295751762 0 0 0
4295751775 0 0 0
4295751788 0 0 0
4295751801 0 0 0
4295751814 0 0 0
4295751827 0 0 0
4295751840 0 0 0
4295751853 0 0 0
4295751866 0 0 0
4295751879 0 0 0
4295751892 0 0 0
4295751905 0 0 0
4295751918 0 0 0
4295751931 0 0 0
4295751944 0 0 0
4295751957 2018 0 4
4295751970 7477 0 12
4295751983 30055 0 48
4295751996 0 0 0
4295752009 0 0 0
4295752022 0 0 0
4295752035 0 0 0
4295752048 0 0 0
4295752061 0 0 0
4295752074 0 0 0
4295752087 0 0 0
4295752100 0 0 0
4295752113 0 0 0
4295752126 0 0 0
4295752139 0 0 0
4295752152 0 0 0
4295752165 0 0 0
4295752178 0 0 0
4295752191 0 0 0
4295752204 1944 0 4
4295752217 0 0 0
4295752230 0 0 0
4295752243 26344 0 44
4295752256 4535 0 4
4295752269 0 0 0
4295752282 0 0 0
4295752295 0 0 0
4295752308 0 0 0
4295752321 0 0 0
4295752334 0 0 0
4295752347 0 0 0
4295752360 0 0 0
4295752373 0 0 0
4295752386 0 0 0
4295752399 0 0 0
4295752412 0 0 0
4295752425 0 0 0
4295752438 0 0 0
4295752451 0 0 0
4295752464 1942 0 0
4295752477 0 0 0
4295752490 0 0 0
4295752503 19388 0 36
4295752516 6101 0 8
4295752529 0 0 0
4295752542 0 0 0
4295752555 0 0 0
4295752568 0 0 0
4295752581 0 0 0
4295752594 0 0 0
4295752607 0 0 0
4295752620 0 0 0
4295752633 0 0 0
4295752646 0 0 0
4295752659 0 0 0
4295752672 0 0 0
4295752685 0 0 0
4295752698 0 0 0
4295752711 1951 0 4
4295752724 0 0 0
4295752737 0 0 0
4295752750 0 0 0
4295752763 18318 0 32
4295752776 2976 0 4
4295752789 0 0 0
4295752802 0 0 0
4295752815 0 0 0
4295752828 0 0 0
4295752841 0 0 0
4295752854 0 0 0
4295752867 0 0 0
4295752880 0 0 0
4295752893 0 0 0
4295752906 0 0 0
4295752919 0 0 0
4295752932 0 0 0
4295752945 0 0 0
4295752958 1933 0 4
4295752971 0 0 0
4295752984 0 0 0
4295752997 0 0 0
4295753010 0 0 0
4295753023 17574 0 32
4295753036 0 0 0
4295753049 0 0 0
4295753062 0 0 0
4295753075 0 0 0
4295753088 0 0 0
4295753101 0 0 0
4295753114 0 0 0
4295753127 0 0 0
4295753140 0 0 0
4295753153 0 0 0
4295753166 0 0 0
4295753179 0 0 0
4295753192 0 0 0
4295753205 1864 0 4
4295753218 0 0 0
4295753231 0 0 0
4295753244 0 0 0
4295753257 0 0 0
4295753270 0 0 0
4295753283 14392 0 28
4295753296 0 0 0
4295753309 0 0 0
4295753322 0 0 0
4295753335 0 0 0
4295753348 0 0 0
4295753361 0 0 0
4295753374 0 0 0
4295753387 0 0 0
4295753400 0 0 0
4295753413 0 0 0
4295753426 0 0 0
4295753439 0 0 0
4295753452 0 0 0
4295753465 1849 0 4
4295753478 0 0 0
4295753491 0 0 0
4295753504 0 0 0
4295753517 0 0 0
4295753531 4563 0 8
4295753544 7370 0 12
4295753557 0 0 0
4295753570 0 0 0
4295753583 0 0 0
4295753596 0 0 0
4295753609 0 0 0
4295753622 0 0 0
4295753635 0 0 0
4295753648 0 0 0
4295753661 0 0 0
4295753674 0 0 0
4295753687 0 0 0
4295753700 0 0 0
4295753713 1861 0 4
4295753726 0 0 0
4295753739 0 0 0
4295753752 0 0 0
4295753765 0 0 0
4295753778 0 0 0
4295753791 9944 0 24
4295753804 0 0 0
4295753817 0 0 0
4295753830 0 0 0
4295753843 0 0 0
4295753856 0 0 0
4295753869 0 0 0
4295753882 0 0 0
4295753895 0 0 0
4295753908 0 0 0
4295753921 0 0 0
4295753934 0 0 0
4295753947 0 0 0
4295753960 1867 0 4
4295753973 0 0 0
4295753986 0 0 0
4295753999 0 0 0
4295754012 0 0 0
4295754025 0 0 0
4295754038 0 0 0
4295754051 8112 0 16
4295754064 0 0 0
4295754077 0 0 0
4295754090 0 0 0
4295754103 0 0 0
4295754116 0 0 0
4295754129 0 0 0
4295754142 0 0 0
4295754155 0 0 0
4295754168 0 0 0
4295754181 0 0 0
4295754194 0 0 0
4295754207 0 0 0
4295754220 1793 0 4
4295754233 0 0 0
4295754246 0 0 0
4295754259 0 0 0
4295754272 0 0 0
4295754285 0 0 0
4295754298 6651 0 16
4295754311 35 0 0
4295754324 0 0 0
4295754337 0 0 0
